model_year,milage,price,brand_encoded,model_encoded,fuel_type_Diesel,fuel_type_E85 Flex Fuel,fuel_type_Gasoline,fuel_type_Hybrid,fuel_type_Plug-In Hybrid,fuel_type_not supported,fuel_type_–,engine_encoded,transmission_encoded,ext_col_encoded,int_col_encoded,accident_At least 1 accident or damage reported,accident_None reported,clean_title_Yes,car_age,price_per_mile,value_category
1.258566664448647,633.0,47999.0,54,829,False,False,True,False,False,False,False,636,20,304,14,False,True,True,1.0,75.70820189274448,2
-0.09868787698365002,66000.0,15900.0,19,1588,False,False,False,True,False,False,False,189,38,304,71,True,False,True,9.0,0.24090544082665413,0
-0.2683446946626872,59715.0,45000.0,3,1311,False,False,True,False,False,False,False,1034,38,128,14,True,False,True,10.0,0.7535668832473709,2
-0.6076583300207614,85252.0,18500.0,4,125,False,False,True,False,False,False,False,674,16,29,14,False,True,True,12.0,0.2170011612494575,1
0.7495962114115357,17900.0,80000.0,36,776,False,False,False,True,False,False,False,744,35,29,14,True,False,True,4.0,4.469024076867214,3
0.07096894069538712,25500.0,55000.0,4,986,False,False,True,False,False,False,False,1035,23,304,14,False,True,True,8.0,2.1567781655621348,3
-1.9649128714530586,210703.0,2300.0,50,721,False,False,True,False,False,False,False,99,53,129,10,False,True,True,20.0,0.010915787075708103,0
1.258566664448647,3800.0,34000.0,19,583,False,False,True,False,False,False,False,445,20,304,14,False,True,True,1.0,8.945014469876348,2
1.08890984676961,36602.0,31995.0,24,1155,False,False,False,True,False,False,False,10,18,134,40,False,True,True,2.0,0.8741086796164249,2
1.258566664448647,2800.0,92000.0,45,1277,False,False,True,False,False,False,False,1128,0,304,74,False,True,True,1.0,32.84541235273117,3
0.9192530290905728,2165.0,279950.0,2,1042,False,False,True,False,False,False,False,970,32,29,14,False,True,True,3.0,129.24746075715603,3
0.4102825760534614,33000.0,29900.0,36,1498,False,False,True,False,False,False,False,338,35,234,14,True,False,True,6.0,0.9060331505105906,1
0.07096894069538712,76009.0,24950.0,4,72,False,False,True,False,False,False,False,576,31,304,10,False,True,True,8.0,0.32824628338376527,1
0.7495962114115357,31349.0,39366.0,22,847,False,False,True,False,False,False,False,980,32,124,14,False,True,True,4.0,1.2556937799043062,2
-0.09868787698365002,48000.0,32900.0,27,1292,False,False,True,False,False,False,False,616,59,205,118,False,True,True,9.0,0.6854023874502615,2
-1.7952560537740214,91420.0,8900.0,4,96,False,False,True,False,False,False,False,283,16,29,14,False,True,True,19.0,0.09735181194692685,0
-2.1345696891320958,124756.0,4995.0,53,499,False,False,True,False,False,False,False,37,53,22,10,True,False,True,21.0,0.040037833548418125,0
1.258566664448647,2415.0,104900.0,8,367,False,False,True,False,False,False,False,1063,3,242,71,False,True,True,1.0,43.41887417218543,3
-0.6076583300207614,116226.0,7900.0,15,247,False,False,True,False,False,False,False,479,16,29,14,False,True,True,12.0,0.06797043716176103,0
0.7495962114115357,37869.0,75950.0,27,923,False,False,True,False,False,False,False,966,3,12,122,False,True,True,4.0,2.0055452865064693,3
0.5799393937324986,41500.0,86000.0,4,1893,False,False,False,False,True,False,False,755,59,304,14,False,True,True,5.0,2.072239223151249,3
-0.4380015123417243,87001.0,17995.0,27,567,False,False,False,True,False,False,False,239,50,122,10,False,True,True,11.0,0.20683432564768625,1
1.08890984676961,4451.0,55655.0,8,368,False,False,True,False,False,False,False,529,40,281,79,True,False,True,2.0,12.501123090745732,3
0.7495962114115357,27158.0,39998.0,4,105,False,False,True,False,False,False,False,196,40,141,35,False,True,True,4.0,1.4727346367686587,2
-0.2683446946626872,139804.0,14500.0,9,654,False,False,True,False,False,False,False,184,38,304,71,True,False,True,10.0,0.10371588998962841,0
1.08890984676961,27300.0,47500.0,22,818,False,False,True,False,False,False,False,468,38,129,14,False,True,True,2.0,1.7398630086810007,2
-0.2683446946626872,36812.0,27000.0,4,1880,False,False,True,False,False,False,False,329,59,304,10,False,True,True,10.0,0.7334365577377557,1
0.07096894069538712,144000.0,18000.0,26,1394,False,False,True,False,False,False,False,699,31,29,14,True,False,True,8.0,0.12499913195047256,1
0.5799393937324986,44500.0,28900.0,8,1854,False,False,True,False,False,False,False,324,35,38,152,False,True,True,5.0,0.6494236084582369,1
0.9192530290905728,10917.0,73998.0,4,129,False,False,True,False,False,False,False,822,40,29,14,False,True,True,3.0,6.777614947792636,3
-1.7952560537740214,8332.0,47350.0,5,267,False,False,True,False,False,False,False,841,8,304,10,False,True,True,19.0,5.682227289091563,2
0.7495962114115357,51247.0,47698.0,28,293,False,False,True,False,False,False,False,517,40,165,123,False,True,True,4.0,0.930729004058695,2
0.07096894069538712,69000.0,36500.0,36,220,False,False,True,False,False,False,False,1025,59,29,31,False,True,True,8.0,0.5289778409008565,2
0.9192530290905728,147834.0,32662.0,44,1219,False,False,True,False,False,False,False,559,17,44,14,False,True,True,3.0,0.22093550241823653,2
-0.4380015123417243,105000.0,6600.0,14,1743,False,True,False,False,False,False,False,581,38,304,14,True,False,True,11.0,0.06285654422338835,0
-0.7773151476997986,92203.0,9995.0,3,176,False,False,True,False,False,False,False,276,59,234,10,False,True,True,13.0,0.10840093705262245,0
-0.9469719653788358,15600.0,69500.0,39,785,False,False,True,False,False,False,False,952,59,304,14,False,True,True,14.0,4.454842638292417,3
0.4102825760534614,104700.0,30775.0,26,1423,False,False,True,False,False,False,False,1143,40,110,78,True,False,True,6.0,0.2939322451552516,1
-0.9469719653788358,72348.0,9995.0,53,499,False,False,True,False,False,False,False,40,38,234,71,True,False,True,14.0,0.13814980165586255,0
1.258566664448647,2500.0,94000.0,45,1277,False,False,True,False,False,False,False,1128,38,129,152,False,True,True,1.0,37.58496601359456,3
1.08890984676961,13177.0,44798.0,36,341,False,False,True,False,False,False,False,196,40,304,136,False,True,True,2.0,3.399453634845955,2
0.07096894069538712,96000.0,23000.0,43,425,False,False,False,False,True,False,False,866,59,304,118,True,False,True,8.0,0.2395808376996073,1
-0.7773151476997986,93009.0,22495.0,9,654,False,True,False,False,False,False,False,973,9,281,94,False,True,True,13.0,0.2418557144393076,1
0.07096894069538712,52750.0,28998.0,20,1254,False,False,False,True,False,False,False,737,23,304,14,True,False,True,8.0,0.549714697351709,1
0.7495962114115357,25361.0,49998.0,3,197,False,False,False,True,False,False,False,520,40,293,14,False,True,True,4.0,1.9713744972793943,3
-0.09868787698365002,98527.0,9995.0,3,1247,False,False,True,False,False,False,False,454,31,29,14,False,True,True,9.0,0.10144324455992206,0
1.258566664448647,1300.0,86900.0,30,259,False,False,True,False,False,False,False,1095,38,29,71,False,True,True,1.0,66.79477325134512,3
0.24062575837442426,87305.0,9000.0,10,1179,False,False,False,False,False,False,True,1145,35,263,14,False,True,True,7.0,0.10308569857741735,0
-0.6076583300207614,72922.0,25999.0,3,1660,False,False,True,False,False,False,False,404,16,304,14,False,True,True,12.0,0.35652674739108375,1
-0.09868787698365002,41000.0,30000.0,4,114,False,False,True,False,False,False,False,913,31,29,14,False,True,True,9.0,0.7316894709885124,1
0.9192530290905728,42125.0,27899.0,50,725,False,False,True,False,False,False,False,217,41,69,14,False,True,True,3.0,0.6622750795233348,1
0.07096894069538712,62000.0,40000.0,36,211,False,False,True,False,False,False,False,936,59,29,14,False,True,True,8.0,0.6451508846631506,2
-1.6255992360949842,153843.0,9950.0,26,1392,False,False,True,False,False,False,False,585,16,234,10,True,False,True,18.0,0.06467590546267647,0
0.5799393937324986,35248.0,53998.0,4,1815,False,False,True,False,False,False,False,521,40,10,14,False,True,True,5.0,1.5319016142301909,3
-0.09868787698365002,194454.0,9888.0,14,1714,False,False,True,False,False,False,False,107,16,304,14,False,True,True,9.0,0.05084981101025944,0
0.9192530290905728,21000.0,89999.0,27,933,False,False,True,False,False,False,False,782,59,304,14,False,True,True,3.0,4.2854625970191895,3
-0.4380015123417243,18494.0,86900.0,43,153,False,False,True,False,False,False,False,833,27,29,14,False,True,True,11.0,4.698567180319005,3
-1.6255992360949842,218000.0,12990.0,11,1342,False,False,True,False,False,False,False,683,8,234,71,False,True,True,18.0,0.059586882628978766,0
0.9192530290905728,67800.0,36500.0,39,265,False,False,True,False,False,False,False,838,23,263,14,True,False,True,3.0,0.5383401424757747,2
-0.2683446946626872,79000.0,42999.0,43,434,False,False,True,False,False,False,False,437,59,234,14,True,False,True,10.0,0.5442842495664612,2
1.08890984676961,24906.0,63998.0,36,773,False,False,False,True,False,False,False,520,40,256,14,False,True,True,2.0,2.569478459870719,3
-1.6255992360949842,66840.0,12000.0,9,1110,False,False,True,False,False,False,False,603,38,304,71,True,False,True,18.0,0.17953052767014258,0
-0.4380015123417243,86000.0,32000.0,4,982,False,False,True,False,False,False,False,1035,59,38,152,False,True,True,11.0,0.37208869664306227,2
1.258566664448647,654.0,34599.0,19,922,False,False,True,False,False,False,False,200,33,295,14,False,True,True,1.0,52.82290076335878,2
-1.7952560537740214,75000.0,12500.0,9,1110,False,False,True,False,False,False,False,336,38,29,14,False,True,True,19.0,0.1666644444740737,0
-0.09868787698365002,84000.0,22800.0,26,1406,False,False,True,False,False,False,False,329,35,22,14,True,False,True,9.0,0.27142534017452175,1
0.24062575837442426,52500.0,39999.0,3,1482,False,False,True,False,False,False,False,918,59,128,71,False,True,True,7.0,0.7618712024532867,2
-0.7773151476997986,120000.0,7500.0,15,247,False,False,True,False,False,False,False,479,16,263,71,False,True,True,13.0,0.06249947917100691,0
0.7495962114115357,18665.0,35645.0,1,1372,False,False,True,False,False,False,False,203,32,161,77,False,True,True,4.0,1.9096217722061501,2
0.07096894069538712,19987.0,149900.0,13,704,False,False,True,False,False,False,False,1106,23,29,31,False,True,True,8.0,7.499499699819892,3
0.24062575837442426,36486.0,23950.0,24,919,False,False,True,False,False,False,False,878,31,29,10,True,False,True,7.0,0.6563981692109518,1
-0.4380015123417243,162100.0,12500.0,14,560,False,True,False,False,False,False,False,379,8,29,71,False,True,True,11.0,0.07711241756682562,0
1.08890984676961,13079.0,47000.0,52,1085,False,False,True,False,False,False,False,929,38,29,152,False,True,True,2.0,3.5932721712538225,2
1.08890984676961,28377.0,36999.0,53,83,False,False,True,False,False,False,False,814,11,263,71,False,True,True,2.0,1.3037916696032137,2
0.7495962114115357,32744.0,24000.0,50,724,False,False,True,False,False,False,False,154,50,29,71,False,True,True,4.0,0.7329363261566652,1
-0.6076583300207614,54000.0,26000.0,43,1183,False,False,True,False,False,False,False,580,38,304,155,True,False,True,12.0,0.48147256532286437,1
-1.2862856007369101,202055.0,8500.0,53,1663,False,False,True,False,False,False,False,323,38,263,71,True,False,True,16.0,0.0420675456309142,0
0.5799393937324986,65000.0,65000.0,44,26,True,False,False,False,False,False,False,758,16,29,14,False,True,True,5.0,0.9999846156212981,3
1.08890984676961,9686.0,30990.0,24,1605,False,False,True,False,False,False,False,210,17,136,14,False,True,True,2.0,3.1991328584701146,1
-0.9469719653788358,49620.0,10499.0,8,530,False,False,True,False,False,False,False,443,38,304,71,False,True,True,14.0,0.21158380524374762,0
-2.6435401421692073,213000.0,26500.0,53,948,False,False,True,False,False,False,False,280,8,304,10,False,True,True,24.0,0.12441256144337351,1
0.7495962114115357,16010.0,114000.0,39,785,False,False,True,False,False,False,False,1043,38,304,14,False,True,True,4.0,7.120104927862095,3
1.258566664448647,820.0,51998.0,27,1140,False,False,True,False,False,False,False,208,30,29,14,False,True,True,1.0,63.33495736906212,3
0.9192530290905728,68000.0,36499.0,3,1249,False,False,True,False,False,False,False,356,31,38,14,False,True,True,3.0,0.5367421067337245,2
-2.6435401421692073,82000.0,25000.0,27,931,False,False,True,False,False,False,False,315,38,304,10,False,True,True,24.0,0.3048743308008439,1
1.08890984676961,27352.0,27785.0,15,1687,False,False,True,False,False,False,False,7,36,281,79,False,True,True,2.0,1.0157935144225496,1
-0.6076583300207614,129000.0,7000.0,14,618,False,False,True,False,False,False,False,116,38,304,71,True,False,True,12.0,0.05426314524693607,0
-0.2683446946626872,106731.0,30000.0,27,927,False,False,True,False,False,False,False,739,31,304,10,True,False,True,10.0,0.28107783982310836,1
0.5799393937324986,34672.0,45500.0,14,640,False,False,True,False,False,False,False,831,2,304,152,False,True,True,5.0,1.3122602601447813,2
-0.9469719653788358,55900.0,8950.0,9,1036,False,False,True,False,False,False,False,369,59,22,10,False,True,True,14.0,0.16010447040303394,0
1.258566664448647,3158.0,128900.0,3,1312,False,False,True,False,False,False,False,815,1,82,16,False,True,True,1.0,40.80405191516303,3
-0.09868787698365002,82000.0,17000.0,3,177,False,False,True,False,False,False,False,291,31,304,31,False,True,True,9.0,0.20731454494457385,0
1.258566664448647,4785.0,42850.0,16,750,False,False,True,False,False,False,False,200,40,300,105,False,True,True,1.0,8.953196824070204,2
0.9192530290905728,20497.0,22999.0,9,1708,False,False,True,False,False,False,False,1,36,210,14,False,True,True,3.0,1.1220119036003513,1
-0.4380015123417243,177600.0,7100.0,49,1895,False,False,True,False,False,False,False,143,16,263,14,True,False,True,11.0,0.0399772523803357,0
-0.2683446946626872,78568.0,15500.0,28,1016,False,False,False,True,False,False,False,166,38,38,10,False,True,True,10.0,0.19727882498186308,0
0.4102825760534614,95000.0,43000.0,14,1717,False,True,False,False,False,False,False,440,38,304,71,False,True,True,6.0,0.4526268144545847,2
0.4102825760534614,4529.0,417500.0,43,156,False,False,True,False,False,False,False,563,25,29,14,False,True,True,6.0,92.16335540838853,3
0.9192530290905728,25240.0,39951.0,14,649,False,False,True,False,False,False,False,207,3,128,57,True,False,True,3.0,1.5827819816964463,2
-0.7773151476997986,88300.0,11500.0,55,1824,False,False,True,False,False,False,False,320,38,38,10,True,False,True,13.0,0.13023635066420539,0
-0.4380015123417243,98000.0,27499.0,9,281,False,True,False,False,False,False,False,653,16,263,14,True,False,True,11.0,0.28059917755941266,1
0.4102825760534614,20675.0,76000.0,3,1657,False,False,True,False,False,False,False,829,59,128,71,False,True,True,6.0,3.6757593344940993,3
-1.2862856007369101,95000.0,10900.0,28,1144,False,False,True,False,False,False,False,588,38,29,14,False,True,True,16.0,0.11473563436174355,0
-0.9469719653788358,107000.0,6250.0,19,581,False,False,True,False,False,False,False,51,8,38,28,True,False,True,14.0,0.05841066905916767,0
0.07096894069538712,60000.0,24700.0,3,1506,False,False,True,False,False,False,False,723,59,29,14,True,False,True,8.0,0.4116598056699055,1
-0.6076583300207614,33000.0,34999.0,38,942,False,False,True,False,False,False,False,489,12,29,14,False,True,True,12.0,1.0605436198903064,2
1.258566664448647,500.0,60000.0,52,1109,False,False,True,False,False,False,False,929,0,29,152,False,True,True,1.0,119.76047904191617,3
0.07096894069538712,108500.0,63500.0,36,1057,False,False,True,False,False,False,False,1005,23,304,10,False,True,True,8.0,0.5852480622298412,3
0.24062575837442426,37800.0,149500.0,39,785,False,False,True,False,False,False,False,1043,59,205,106,False,True,True,7.0,3.954921827464882,3
0.4102825760534614,74422.0,44798.0,36,777,False,False,True,False,False,False,False,826,40,201,71,False,True,True,6.0,0.6019375730620911,2
0.5799393937324986,55621.0,34562.0,9,308,False,False,True,False,False,False,False,558,36,265,79,False,True,True,5.0,0.6213728380856496,2
0.9192530290905728,46707.0,32541.0,34,391,False,False,True,False,False,False,False,222,17,273,14,True,False,True,3.0,0.6966900745054381,2
1.08890984676961,26500.0,65900.0,14,638,False,False,True,False,False,False,False,901,38,304,10,False,True,True,2.0,2.486698615146598,3
0.7495962114115357,10001.0,47214.0,39,1699,False,False,True,False,False,False,False,978,36,29,14,False,True,True,4.0,4.720455908818236,2
0.5799393937324986,19050.0,76900.0,27,933,False,False,True,False,False,False,False,782,31,29,10,False,True,True,5.0,4.036533515301034,3
0.7495962114115357,52000.0,35800.0,9,1721,False,False,True,False,False,False,False,625,38,304,14,False,True,True,4.0,0.6884482990711717,2
-0.2683446946626872,65000.0,54999.0,36,1616,True,False,False,False,False,False,False,169,23,29,14,True,False,True,10.0,0.846125444223935,3
-1.9649128714530586,140000.0,6730.0,4,1795,False,False,True,False,False,False,False,300,59,29,10,False,True,True,20.0,0.04807108520653424,0
0.4102825760534614,75600.0,14950.0,14,738,False,False,True,False,False,False,False,147,38,38,14,True,False,True,6.0,0.19774870702768482,0
